Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,total employee estimate1,current employee estimate1
968722,henkel,henkel.com,1876.0,consumer goods,10001+,"dusseldorf, nordrhein-westfalen, germany",germany,linkedin.com/company/henkel_2,11222,30279,30279.0,11222
6532005,tnt,tnt.com,1946.0,package/freight delivery,10001+,"hoofddorp, north holland, netherlands",netherlands,linkedin.com/company/tnt,11221,34820,34820.0,11221
4753291,asda,asda.jobs,,retail,10001+,"west yorkshire, kirklees, united kingdom",united kingdom,linkedin.com/company/asda,11215,28211,28211.0,11215
598618,mckesson,mckesson.com,1833.0,hospital & health care,10001+,"san francisco, california, united states",united states,linkedin.com/company/mckesson,11207,26683,26683.0,11207
447443,network rail,networkrail.co.uk,2001.0,transportation/trucking/railroad,10001+,"buckingham, buckinghamshire, united kingdom",united kingdom,linkedin.com/company/network-rail,11185,20374,20374.0,11185
311890,compass group,compass-group.com,1941.0,food & beverages,10001+,"chertsey, surrey, united kingdom",united kingdom,linkedin.com/company/compass-group,11140,30352,30352.0,11140
2162908,atlas copco,atlascopco.com,1873.0,machinery,10001+,"stockholm, stockholms lan, sweden",sweden,linkedin.com/company/atlas-copco,11118,22577,22577.0,11118
4781297,rio tinto,riotinto.com,1873.0,mining & metals,10001+,"london, london, united kingdom",united kingdom,linkedin.com/company/rio-tinto,11107,29043,29043.0,11107
3971040,robert bosch,bosch.us,1906.0,mechanical or industrial engineering,10001+,"farmington hills, michigan, united states",united states,linkedin.com/company/boschusa,11100,26937,26937.0,11100
4362621,marks and spencer,marksandspencer.com,1884.0,retail,10001+,"london, london, united kingdom",united kingdom,linkedin.com/company/marks-and-spencer,11093,42984,42984.0,11093
4561020,us army corps of engineers,,,military,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/us-army-corps-of-engineers,11056,22561,22561.0,11056
2656496,united states army reserve,,1908.0,military,10001+,"fort bragg, north carolina, united states",united states,linkedin.com/company/united-states-army-reserve,11043,24733,24733.0,11043
2008213,regions bank,regions.com,1971.0,banking,10001+,"birmingham, alabama, united states",united states,linkedin.com/company/regions-financial-corporation,11039,25153,25153.0,11039
6303080,the university of texas at austin,utexas.edu,1883.0,higher education,10001+,"austin, texas, united states",united states,linkedin.com/company/theuniversityoftexasataustin-,11035,38040,38040.0,11035
3125965,zurich insurance company ltd,zurich.com,1872.0,insurance,10001+,"zurich, zurich, switzerland",switzerland,linkedin.com/company/zurich-insurance-company-ltd,11024,30993,30993.0,11024
1706847,ppd,ppd.com,1985.0,pharmaceuticals,10001+,"wilmington, north carolina, united states",united states,linkedin.com/company/ppd,11019,22460,22460.0,11019
4019409,generalitat de catalunya,gencat.cat,,government administration,10001+,"barcelona, catalonia, spain",spain,linkedin.com/company/generalitat-de-catalunya,11016,16193,16193.0,11016
2431011,poste italiane,posteitaliane.it,1862.0,package/freight delivery,10001+,"rome, latium, italy",italy,linkedin.com/company/poste-italiane,11009,18657,18657.0,11009
6943252,grant thornton llp,grantthornton.com,1924.0,accounting,10001+,"chicago, illinois, united states",united states,linkedin.com/company/grant-thornton-llp,11009,35302,35302.0,11009
2029713,the hartford,thehartford.com,1810.0,financial services,10001+,"hartford, connecticut, united states",united states,linkedin.com/company/the-hartford,10994,28316,28316.0,10994
5839120,nasa,nasa.gov,1958.0,aviation & aerospace,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/nasa,10955,23171,23171.0,10955
5607031,new york university,nyu.edu,1831.0,higher education,10001+,"new york, new york, united states",united states,linkedin.com/company/new-york-university,10931,34526,34526.0,10931
7099675,kotak mahindra bank,kotak.com,1985.0,banking,10001+,"bombay, maharashtra, india",india,linkedin.com/company/kotak-mahindra-bank,10920,21284,21284.0,10920
6629597,university of pennsylvania,upenn.edu,,higher education,10001+,"philadelphia, pennsylvania, united states",united states,linkedin.com/company/university-of-pennsylvania,10908,32360,32360.0,10908
4317016,paypal,paypal.com,1998.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/paypal,10904,22950,22950.0,10904
4998210,the goodyear tire & rubber company,goodyear.com,1898.0,automotive,10001+,"akron, ohio, united states",united states,linkedin.com/company/goodyear,10893,25928,25928.0,10893
3440407,fifth third bank,53.com,1858.0,financial services,10001+,"cincinnati, ohio, united states",united states,linkedin.com/company/fifth-third-bank,10879,30305,30305.0,10879
6627142,intertek,intertek.com,1885.0,international trade and development,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/intertek,10853,22830,22830.0,10853
6277471,wells fargo home mortgage,,,banking,10001+,"des moines, iowa, united states",united states,linkedin.com/company/wells-fargo-home-mortgage,10853,29712,29712.0,10853
3720909,symantec,symantec.com,1982.0,computer software,10001+,"mountain view, california, united states",united states,linkedin.com/company/symantec,10830,39159,39159.0,10830
2858787,unicef,unicef.org,1946.0,non-profit organization management,10001+,"new york, new york, united states",united states,linkedin.com/company/unicef,10829,26767,26767.0,10829
1961927,uc berkeley,berkeley.edu,1868.0,higher education,10001+,"berkeley, california, united states",united states,linkedin.com/company/uc-berkeley,10808,42665,42665.0,10808
2696365,nsw department of education and communities,nsw.gov.au,1848.0,education management,10001+,"sydney, new south wales, australia",australia,linkedin.com/company/nsw-department-of-education,10807,15633,15633.0,10807
3079407,"starwood hotels & resorts worldwide, inc.",starwoodhotels.com,1980.0,hospitality,10001+,"stamford, connecticut, united states",united states,linkedin.com/company/starwood,10785,43413,43413.0,10785
1540460,quest diagnostics,questdiagnostics.com,1967.0,hospital & health care,10001+,"madison, new jersey, united states",united states,linkedin.com/company/quest-diagnostics,10784,22332,22332.0,10784
6727723,sam's club,samsclub.com,,retail,10001+,"bentonville, arkansas, united states",united states,linkedin.com/company/sam's-club,10738,30669,30669.0,10738
228998,geen,wizzfox.nl,,information technology and services,10001+,"nove mesto pod smrkem, liberecky kraj, czechia",czechia,linkedin.com/company/geen,10723,11722,11722.0,10723
1715092,rutgers university,rutgers.edu,,higher education,10001+,"new brunswick, new jersey, united states",united states,linkedin.com/company/rutgers-university,10717,30025,30025.0,10717
4724044,ing,ing.nl,,banking,10001+,,,linkedin.com/company/ing-nederland,10700,44162,44162.0,10700
3690664,ge capital,gecapital.com,,financial services,10001+,"norwalk, connecticut, united states",united states,linkedin.com/company/gecapital,10692,67420,67420.0,10692
5138968,education nationale,cdillinger.co.uk,,arts and crafts,10001+,,,linkedin.com/company/education,10689,11306,11306.0,10689
639958,westpac,westpac.com.au,1817.0,banking,10001+,"new york, new york, united states",united states,linkedin.com/company/westpac,10682,30609,30609.0,10682
3377211,governo do estado de ṣo paulo,gruffi.com,,security and investigations,10001+,,,linkedin.com/company/governo-do-estado-de-s-o-paulo,10675,12853,12853.0,10675
4863327,northern trust corporation,northerntrust.com,1889.0,financial services,10001+,"chicago, illinois, united states",united states,linkedin.com/company/northern-trust,10672,21971,21971.0,10672
4947051,sasol,sasol.com,1950.0,chemicals,10001+,"johannesburg, gauteng, south africa",south africa,linkedin.com/company/sasol,10639,16784,16784.0,10639
1493516,electrolux,electroluxgroup.com,1919.0,consumer goods,10001+,"stockholm, stockholm, sweden",sweden,linkedin.com/company/electrolux,10631,25939,25939.0,10631
3014013,claro,claro.com.br,2003.0,telecommunications,10001+,,,linkedin.com/company/clarobrasil,10630,25823,25823.0,10630
1619432,university of wisconsin-madison,wisc.edu,,higher education,10001+,"madison, wisconsin, united states",united states,linkedin.com/company/university-of-wisconsin-madison,10627,33809,33809.0,10627
6619773,pivate institute,,,information technology and services,10001+,,,linkedin.com/company/none_71,10591,10974,10974.0,10591
5986898,inps,,,information technology and services,10001+,,,linkedin.com/company/inps,10587,11281,11281.0,10587
4491159,general mills,generalmills.com,1928.0,consumer goods,10001+,"minneapolis, minnesota, united states",united states,linkedin.com/company/general-mills,10578,26035,26035.0,10578
4592001,aim,,1962.0,retail,10001+,"bentonville, arkansas, united states",united states,linkedin.com/company/aim.com,10577,10841,10841.0,10577
1006197,unisys,unisys.com,,information technology and services,10001+,"blue bell, pennsylvania, united states",united states,linkedin.com/company/unisys,10567,51274,51274.0,10567
2344392,burger king corporation,bk.com,1954.0,restaurants,10001+,"miami, florida, united states",united states,linkedin.com/company/burger-king,10547,35920,35920.0,10547
4259636,tetra pak,tetrapak.com,,packaging and containers,10001+,"hull, iowa, united states",united states,linkedin.com/company/tetra-pak,10536,22514,22514.0,10536
1790867,coca-cola femsa,coca-colafemsa.com,1993.0,food & beverages,10001+,"mexico, distrito federal, mexico",mexico,linkedin.com/company/coca-cola-femsa,10527,25552,25552.0,10527
2850296,cnh industrial,cnhindustrial.com,2013.0,machinery,10001+,,,linkedin.com/company/cnh,10509,22405,22405.0,10509
1899135,banner health,bannerhealth.com,1999.0,hospital & health care,10001+,"phoenix, arizona, united states",united states,linkedin.com/company/banner-health,10478,17475,17475.0,10478
4161857,upmc,upmc.com,1986.0,hospital & health care,10001+,"pittsburgh, pennsylvania, united states",united states,linkedin.com/company/upmc,10468,21652,21652.0,10468
2833669,american family insurance,amfam.com,1927.0,insurance,10001+,"madison, wisconsin, united states",united states,linkedin.com/company/american-family-insurance,10465,18626,18626.0,10465
2396220,hsbc global banking and markets,hsbcnet.com,1865.0,financial services,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/hsbc-global-banking-and-markets,10452,24543,24543.0,10452
2947642,saint-gobain,saint-gobain.com,,building materials,10001+,"la defense, hauts-de-seine, france",france,linkedin.com/company/saint-gobain,10444,28511,28511.0,10444
5024940,indian railways,indianrailways.gov.in,,transportation/trucking/railroad,10001+,,,linkedin.com/company/indian-railways_2,10432,13567,13567.0,10432
2330150,aerotek,aerotek.com,1983.0,staffing and recruiting,10001+,"hanover, maryland, united states",united states,linkedin.com/company/aerotek,10421,37391,37391.0,10421
1481116,m&t bank,mtb.com,1856.0,financial services,10001+,"buffalo, new york, united states",united states,linkedin.com/company/m&t-bank,10393,18545,18545.0,10393
2658736,visa,visa.com,1958.0,information technology and services,10001+,"san francisco, california, united states",united states,linkedin.com/company/visa,10392,21681,21681.0,10392
6144467,dimension data,dimensiondata.com,1983.0,information technology and services,10001+,"johannesburg, gauteng, south africa",south africa,linkedin.com/company/dimension-data,10385,25551,25551.0,10385
3955752,national grid,nationalgrid.com,1990.0,utilities,10001+,"warwick, warwickshire, united kingdom",united kingdom,linkedin.com/company/national-grid,10356,19107,19107.0,10356
4411960,fnb south africa,fnb.co.za,1838.0,banking,10001+,"johannesburg, gauteng, south africa",south africa,linkedin.com/company/fnbsa,10341,17889,17889.0,10341
6296129,mapfre,mapfre.com,1935.0,insurance,10001+,"majadahonda, madrid, spain",spain,linkedin.com/company/mapfre,10334,21729,21729.0,10334
726336,govt. of india,,,government administration,10001+,,,linkedin.com/company/govt.-of-india,10327,11353,11353.0,10327
2389909,general dynamics information technology,gdit.com,,information technology and services,10001+,,,linkedin.com/company/general-dynamics-information-technology,10307,23786,23786.0,10307
2761038,etisalat,etisalat.com,1976.0,telecommunications,10001+,"abu dhabi, abu dhabi, united arab emirates",united arab emirates,linkedin.com/company/etisalat,10304,17548,17548.0,10304
4000215,reliance communications,rcom.co.in,2002.0,telecommunications,10001+,"bombay, maharashtra, india",india,linkedin.com/company/reliance-communications,10303,36105,36105.0,10303
5112672,atkins,atkinsglobal.com,1938.0,design,10001+,"epsom, surrey, united kingdom",united kingdom,linkedin.com/company/atkins,10285,26838,26838.0,10285
3496894,pt bank mandiri (persero) tbk.,bankmandiri.co.id,1998.0,banking,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bank-mandiri,10268,15124,15124.0,10268
2320622,marsh,marsh.com,,insurance,10001+,"new york, new york, united states",united states,linkedin.com/company/marsh,10231,28205,28205.0,10231
6978189,klm,klmf.ly,,airlines/aviation,10001+,"amstelveen, north holland, netherlands",netherlands,linkedin.com/company/klm,10225,22726,22726.0,10225
117139,cintas,cintas.com,1968.0,facilities services,10001+,"cincinnati, ohio, united states",united states,linkedin.com/company/cintas,10221,23447,23447.0,10221
740774,aker solutions,akersolutions.com,1841.0,oil & energy,10001+,"akre, hordaland, norway",norway,linkedin.com/company/aker-solutions,10211,27587,27587.0,10211
1121998,zte,zte.com.cn,1985.0,telecommunications,10001+,"shenzhen, guangdong, china",china,linkedin.com/company/zte,10200,23550,23550.0,10200
5231614,centers for disease control and prevention,cdc.gov,1946.0,government administration,10001+,"atlanta, georgia, united states",united states,linkedin.com/company/centers-for-disease-control-and-prevention,10192,18872,18872.0,10192
2746498,veolia,veolia.com,1853.0,environmental services,10001+,"paris, ̨le-de-france, france",france,linkedin.com/company/veolia-environnement,10161,25627,25627.0,10161
1544221,applied materials,appliedmaterials.com,1967.0,semiconductors,10001+,"santa clara, california, united states",united states,linkedin.com/company/applied-materials,10118,23800,23800.0,10118
752826,ebay,ebayinc.com,1995.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/ebay,10115,26752,26752.0,10115
1092582,first data corporation,firstdata.com,1971.0,financial services,10001+,"atlanta, georgia, united states",united states,linkedin.com/company/first-data-corporation,10109,27510,27510.0,10109
4435435,charles schwab,schwab.com,1973.0,financial services,10001+,"san francisco, california, united states",united states,linkedin.com/company/charles-schwab,10079,24529,24529.0,10079
1547707,tata steel,tatasteel.com,1907.0,mining & metals,10001+,"bombay, maharashtra, india",india,linkedin.com/company/tata-steel,10045,20470,20470.0,10045
2083520,parker hannifin,parker.com,1918.0,mechanical or industrial engineering,10001+,"cleveland, ohio, united states",united states,linkedin.com/company/parker-hannifin,10041,24609,24609.0,10041
3032648,advocare,advocare.com,1993.0,"health, wellness and fitness",10001+,"plano, texas, united states",united states,linkedin.com/company/advocare,10031,11457,11457.0,10031
6373732,the world bank,worldbank.org,1944.0,international trade and development,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/the-world-bank,10027,27371,27371.0,10027
4360104,d&d social networks sourcing,,,outsourcing/offshoring,10001+,,,linkedin.com/company/d&d-social-networks-sourcing,10017,10072,10072.0,10017
2110058,royal mail,royalmailgroup.com,1840.0,logistics and supply chain,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/royal-mail,10013,21298,21298.0,10013
6756551,petronas,petronas.com,1974.0,oil & energy,10001+,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/petronas,10013,17359,17359.0,10013
3633097,fairfax county public schools,fcps.edu,,primary/secondary education,10001+,"falls church, virginia, united states",united states,linkedin.com/company/fairfax-county-public-schools,10012,15882,15882.0,10012
3244557,procter & gamble,,1837.0,consumer goods,10001+,"cincinnati, ohio, united states",united states,linkedin.com/company/procter-&-gamble,10005,23502,23502.0,10005
3126019,us forest service,fs.fed.us,1905.0,government administration,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/usda-forest-service,9989,22888,22888.0,9989
4802820,autonomo,santiroman.es,,photography,10001+,,,linkedin.com/company/autonomo_5,9985,11124,11124.0,9985
3734936,wns global services,wns.com,1996.0,outsourcing/offshoring,10001+,"bombay, maharashtra, india",india,linkedin.com/company/wns-global-services,9977,25265,25265.0,9977
6884240,victoria's secret,victoriassecret.com,1977.0,retail,10001+,"reynoldsburg, ohio, united states",united states,linkedin.com/company/victoria's-secret,9975,45297,45297.0,9975
3558746,mastercard,mastercard.com,1966.0,information technology and services,10001+,"purchase, new york, united states",united states,linkedin.com/company/mastercard,9974,18900,18900.0,9974
2052845,volvo car group,volvocars.com,1927.0,automotive,10001+,"g̦teborg, vaestra goetaland, sweden",sweden,linkedin.com/company/volvocars,9966,20232,20232.0,9966
5855648,stantec,stantec.com,1954.0,design,10001+,"edmonton, alberta, canada",canada,linkedin.com/company/stantec,9960,20486,20486.0,9960
1109013,everis,everis.com,1996.0,management consulting,10001+,"madrid, madrid, spain",spain,linkedin.com/company/everis,9950,25566,25566.0,9950
493598,scania,scania.com,,automotive,10001+,"ase, vasternorrlands lan, sweden",sweden,linkedin.com/company/scania,9938,20372,20372.0,9938
5465929,waste management,wm.com,1894.0,environmental services,10001+,"houston, texas, united states",united states,linkedin.com/company/waste-management,9927,22827,22827.0,9927
1031770,machine vibration engineers,,,mechanical or industrial engineering,10001+,,,linkedin.com/company/machine-vibration-engineers,9918,10019,10019.0,9918
2977235,massachusetts general hospital,massgeneral.org,1811.0,hospital & health care,10001+,"boston, massachusetts, united states",united states,linkedin.com/company/massachusetts-general-hospital,9910,25404,25404.0,9910
138946,solvay,solvay.com,,chemicals,10001+,"brussels, brussels hoofdstedelijk gewest, belgium",belgium,linkedin.com/company/solvay,9890,24215,24215.0,9890
5536715,aucune,ecoledesparents.be,,non-profit organization management,10001+,,,linkedin.com/company/aucune,9878,11903,11903.0,9878
5765864,world vision,wvi.org,1950.0,non-profit organization management,10001+,"monrovia, california, united states",united states,linkedin.com/company/world-vision,9868,22350,22350.0,9868
6265861,syntel,syntelinc.com,1980.0,information technology and services,10001+,"troy, michigan, united states",united states,linkedin.com/company/syntel,9868,25145,25145.0,9868
2637067,northwell health,northwell.edu,1997.0,hospital & health care,10001+,"lake success, new york, united states",united states,linkedin.com/company/northwell-health,9866,15987,15987.0,9866
1895646,hyatt hotels corporation,hyatt.com,1957.0,hospitality,10001+,"chicago, illinois, united states",united states,linkedin.com/company/hyatt,9863,26029,26029.0,9863
2304904,"alcon, a novartis company",alcon.com,1945.0,pharmaceuticals,10001+,"fort worth, texas, united states",united states,linkedin.com/company/alcon,9861,21544,21544.0,9861
6073913,cis,,,information technology and services,10001+,,,linkedin.com/company/cis.,9858,11756,11756.0,9858
2452260,allergan,allergan.com,1948.0,pharmaceuticals,10001+,"coolock, leinster, ireland",ireland,linkedin.com/company/allergan,9852,22949,22949.0,9852
4913277,bechtel corporation,bechtel.com,1898.0,construction,10001+,"san francisco, california, united states",united states,linkedin.com/company/bechtel-corporation,9846,31670,31670.0,9846
6188536,idol image consulting,idol-image.com,2010.0,management consulting,10001+,,,linkedin.com/company/idol-image-consulting,9839,9918,9918.0,9839
5803362,kpn,kpn.com,1989.0,telecommunications,10001+,"the hague, zuid-holland, netherlands",netherlands,linkedin.com/company/kpn,9838,47611,47611.0,9838
4311471,pacific gas and electric company,pge.com,,utilities,10001+,"san francisco, california, united states",united states,linkedin.com/company/pacific-gas-and-electric-company,9807,17240,17240.0,9807
1002181,prosegur,prosegur.com,1976.0,security and investigations,10001+,"madrid, madrid, spain",spain,linkedin.com/company/prosegur,9794,19705,19705.0,9794
532867,home depot,,,construction,10001+,,,linkedin.com/company/home-depot-at-home-services,9756,19207,19207.0,9756
6617185,me,excellent-solutions.be,,computer software,10001+,,,linkedin.com/company/me_2,9709,10184,10184.0,9709
4206001,ingram micro,ingrammicro.com,1979.0,information technology and services,10001+,"irvine, california, united states",united states,linkedin.com/company/ingram-micro,9705,26586,26586.0,9705
1233791,nxp semiconductors,nxp.com,2006.0,semiconductors,10001+,"brabant, west virginia, united states",united states,linkedin.com/company/nxp-semiconductors,9686,24318,24318.0,9686
1099470,me stesso,mlc.com.au,,entertainment,10001+,,,linkedin.com/company/me-stesso,9675,10844,10844.0,9675
343531,emerson,,1890.0,mechanical or industrial engineering,10001+,"st. louis, missouri, united states",united states,linkedin.com/company/emerson,9663,23029,23029.0,9663
3049663,fedex ground,,,package/freight delivery,10001+,,,linkedin.com/company/fedex-ground,9638,21172,21172.0,9638
6183710,dollar general,dollargeneral.com,1939.0,retail,10001+,"goodlettsville, tennessee, united states",united states,linkedin.com/company/dollar-general,9633,23502,23502.0,9633
708000,cornell university,cornell.edu,,higher education,10001+,"ithaca, new york, united states",united states,linkedin.com/company/cornell-university,9628,32038,32038.0,9628
2964736,dhl supply chain,,1969.0,logistics and supply chain,10001+,"bonn, nordrhein-westfalen, germany",germany,linkedin.com/company/dhl-supply-chain,9617,22195,22195.0,9617
780073,arup,arup.com,1946.0,design,10001+,"london, london, united kingdom",united kingdom,linkedin.com/company/arup,9617,21050,21050.0,9617
4358858,british army,mod.uk,,military,10001+,"andover, hampshire, united kingdom",united kingdom,linkedin.com/company/british-army,9608,36729,36729.0,9608
3701120,macquarie group,macquarie.com,1969.0,financial services,10001+,"sydney, new south wales, australia",australia,linkedin.com/company/macquariegroup,9598,29378,29378.0,9598
4539047,msd,msd.com,,pharmaceuticals,10001+,"kenilworth, new jersey, united states",united states,linkedin.com/company/msd-global,9583,19306,19306.0,9583
1781799,aurora health care,aurorahealthcare.org,,hospital & health care,10001+,"milwaukee, wisconsin, united states",united states,linkedin.com/company/aurora-health-care,9582,15100,15100.0,9582
3605746,panera bread,panerapeople.com,1981.0,restaurants,10001+,"st. louis, missouri, united states",united states,linkedin.com/company/panera-bread,9563,31215,31215.0,9563
99223,idea cellular ltd,ideacellular.com,1995.0,telecommunications,10001+,"bombay, maharashtra, india",india,linkedin.com/company/idea-cellular-ltd,9546,19749,19749.0,9546
6154661,massachusetts institute of technology (mit),mit.edu,1861.0,higher education,10001+,"cambridge, massachusetts, united states",united states,linkedin.com/company/mit,9539,31942,31942.0,9539
3278833,danske bank,danskebank.com,1871.0,financial services,10001+,"copenhagen, hovedstaden, denmark",denmark,linkedin.com/company/danskebank,9533,22372,22372.0,9533
6010053,sutter health,sutterhealth.org,,hospital & health care,10001+,"sacramento, california, united states",united states,linkedin.com/company/sutter-health,9531,15745,15745.0,9531
3861269,oasis tours india pvt. ltd.,,,"leisure, travel & tourism",10001+,,,linkedin.com/company/oasis-tours-india-pvt.-ltd.,9525,9639,9639.0,9525
462766,kpmg uk,,1987.0,accounting,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/kpmg-advisory,9496,28978,28978.0,9496
7091296,miami-dade county public schools,dadeschools.net,1885.0,education management,10001+,"miami, florida, united states",united states,linkedin.com/company/miami-dade-county-public-schools,9456,12935,12935.0,9456
7130588,citizens bank,citizensbank.com,1828.0,banking,10001+,"providence, rhode island, united states",united states,linkedin.com/company/citizens-bank,9435,24792,24792.0,9435
5801219,bnp paribas fortis,bnpparibasfortis.com,,banking,10001+,"brussels, brussels hoofdstedelijk gewest, belgium",belgium,linkedin.com/company/bnp-paribas-fortis-2,9421,21640,21640.0,9421
5933320,health service executive,hse.ie,2005.0,hospital & health care,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/health-service-executive,9409,12034,12034.0,9409
1971409,decathlon france,decathlon.fr,1976.0,sporting goods,10001+,"nord, hauts-de-france, france",france,linkedin.com/company/decathlon,9395,44014,44014.0,9395
5873251,mi casa,manfrey.cl,,marketing and advertising,10001+,,,linkedin.com/company/mi-casa,9391,10092,10092.0,9391
951677,university of maryland,umd.edu,1856.0,higher education,10001+,"college park, maryland, united states",united states,linkedin.com/company/university-of-maryland,9384,30951,30951.0,9384
3698501,natura,natura.com.br,1969.0,cosmetics,10001+,"sao paulo, sao paulo, brazil",brazil,linkedin.com/company/natura,9382,16650,16650.0,9382
3392025,"expedia, inc.",lifeatexpedia.com,1996.0,internet,10001+,"bellevue, washington, united states",united states,linkedin.com/company/expedia,9371,19046,19046.0,9371
1236012,hcl infosystems ltd,hclinfosystems.com,1976.0,information technology and services,10001+,"noida, uttar pradesh, india",india,linkedin.com/company/hcl-infosystems-ltd,9357,28610,28610.0,9357
2048870,"kbr, inc.",kbr.com,1919.0,construction,10001+,"houston, texas, united states",united states,linkedin.com/company/kbr-inc,9338,33116,33116.0,9338
1873721,arbonne international llc,arbonne.com,1975.0,consumer goods,10001+,"irvine, california, united states",united states,linkedin.com/company/arbonne-international,9329,11846,11846.0,9329
3976561,undp,undp.org,1974.0,international affairs,10001+,"new york, new york, united states",united states,linkedin.com/company/undp,9326,31074,31074.0,9326
6033050,no company,markhorst.net,,civic & social organization,10001+,,,linkedin.com/company/no-company_10,9323,10160,10160.0,9323
1181551,sitel,sitel.com,1985.0,outsourcing/offshoring,10001+,"nashville, tennessee, united states",united states,linkedin.com/company/sitel,9321,38524,38524.0,9321
4393647,indian oil corporation limited,iocl.com,1959.0,oil & energy,10001+,,,linkedin.com/company/indian-oil-corporation-limited,9308,17006,17006.0,9308
7142998,infor,infor.com,2003.0,computer software,10001+,"new york, new york, united states",united states,linkedin.com/company/infor,9308,20133,20133.0,9308
6271146,bank in nigeria,bmcconsulting.it,,banking,10001+,,,linkedin.com/company/bank,9307,10244,10244.0,9307
918975,"university of california, san diego",ucsd.edu,1960.0,higher education,10001+,"la jolla, california, united states",united states,linkedin.com/company/university-of-california-at-san-diego,9291,30319,30319.0,9291
840650,ucsf,ucsf.edu,1873.0,research,10001+,"san francisco, california, united states",united states,linkedin.com/company/ucsf,9289,23197,23197.0,9289
4206838,domino's pizza,dominos.com,1960.0,restaurants,10001+,"ann arbor, michigan, united states",united states,linkedin.com/company/domino's-pizza,9265,29385,29385.0,9265
4547991,va medical center,,,hospital & health care,10001+,,,linkedin.com/company/va-medical-center,9256,12128,12128.0,9256
1283538,state farm agent,,1922.0,insurance,10001+,"bloomington, illinois, united states",united states,linkedin.com/company/state-farm-agent,9255,11625,11625.0,9255
1317850,engie,engie.com,2008.0,oil & energy,10001+,"la defense, hauts-de-seine, france",france,linkedin.com/company/engie,9254,21577,21577.0,9254
1591716,asml,asml.com,1984.0,semiconductors,10001+,"veldhoven, noord-brabant, netherlands",netherlands,linkedin.com/company/asml,9249,15254,15254.0,9249
1448842,gartner,gartner.com,1979.0,information technology and services,10001+,"stamford, connecticut, united states",united states,linkedin.com/company/gartner,9249,17075,17075.0,9249
5131696,parexel,parexel.com,1982.0,pharmaceuticals,10001+,"waltham, massachusetts, united states",united states,linkedin.com/company/parexel,9231,21722,21722.0,9231
4858279,the university of british columbia,ubc.ca,1915.0,higher education,10001+,"vancouver, british columbia, canada",canada,linkedin.com/company/the-university-of-british-columbia,9224,27545,27545.0,9224
3489763,ambev,ambev.com.br,,food & beverages,10001+,,,linkedin.com/company/cervejariaambev,9196,27799,27799.0,9196
6540554,micron technology,micron.com,1978.0,semiconductors,10001+,"boise, idaho, united states",united states,linkedin.com/company/micron-technology,9192,18809,18809.0,9192
118844,university college london,ucl.ac.uk,1826.0,research,10001+,"london, london, united kingdom",united kingdom,linkedin.com/company/university-college-london,9191,24210,24210.0,9191
865156,ca technologies,ca.com,1976.0,computer software,10001+,"new york, new york, united states",united states,linkedin.com/company/ca-technologies,9187,29184,29184.0,9187
4067871,the est̩e lauder companies inc.,elcompanies.jobs,1946.0,cosmetics,10001+,"new york, new york, united states",united states,linkedin.com/company/the-estee-lauder-companies-inc-,9187,25217,25217.0,9187
209243,department of national defence,forces.gc.ca,,military,10001+,,,linkedin.com/company/department-of-national-defence,9171,18537,18537.0,9171
4371079,dbs bank,dbs.com,1968.0,banking,10001+,"los angeles, california, united states",singapore,linkedin.com/company/dbs-bank,9164,20371,20371.0,9164
5504865,seagate technology,seagate.com,1979.0,computer hardware,10001+,"cupertino, california, united states",united states,linkedin.com/company/seagate-technology,9150,20725,20725.0,9150
7080697,ricoh americas corporation,ricoh-usa.com,1962.0,information technology and services,10001+,"malvern, pennsylvania, united states",united states,linkedin.com/company/ricoh-company-ltd-,9121,19114,19114.0,9121
10620,telef̫nica brasil,telefonica.com.br,1998.0,telecommunications,10001+,,,linkedin.com/company/telefonica-brasil,9082,21988,21988.0,9082
1741410,university of pittsburgh,pitt.edu,,higher education,10001+,"pittsburgh, pennsylvania, united states",united states,linkedin.com/company/university-of-pittsburgh,9072,26112,26112.0,9072
3703054,md anderson cancer center,cancerpreventiontraining.org,1944.0,hospital & health care,10001+,"houston, texas, united states",united states,linkedin.com/company/md-anderson-cancer-center,9064,18163,18163.0,9064
3564313,mtn,mtn.com,1994.0,telecommunications,10001+,"johannesburg, gauteng, south africa",south africa,linkedin.com/company/mtn,9063,15926,15926.0,9063
3432569,snc-lavalin,snclavalin.com,1911.0,construction,10001+,"montr̩al, quebec, canada",canada,linkedin.com/company/snc-lavalin_2,9057,28179,28179.0,9057
